transaction_id,customer_id,transaction_amount,recovery_probability,priority_score,priority,recommended_channel,strategy,recovery_action,expected_recovery_value,reason,message,recovered,money_recovered,probability_bucket
txn_000256,cust_0755,47307.05,0.7697,0.8249,HIGH,whatsapp,assisted_recovery,payment_reminder,36412.24,"HIGH priority because of moderate recovery probability, high customer reliability.","Hi! We noticed that your payment of ₹47,307.05 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.

Reply to this message if you need help.",1,47307.05,70-80%
txn_000257,cust_0287,23141.36,0.8557,0.9182,HIGH,email,aggressive_recovery,retry_payment,19802.06,"HIGH priority because of high recovery probability, high customer intent, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! Your payment of ₹23,141.36 could not be completed. Please try the payment again using your preferred payment method.",1,23141.36,80-90%
txn_000262,cust_0376,30010.04,0.7801,0.7851,HIGH,email,assisted_recovery,mandate_reactivation,23410.83,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.",1,30010.04,70-80%
txn_000264,cust_0348,48472.23,0.6191,0.7787,HIGH,sms,assisted_recovery,checkout_reminder,30009.16,"HIGH priority because of moderate recovery probability, high customer reliability.","Hi! You were almost done with your purchase of ₹48,472.23. Complete your checkout whenever you're ready.",1,48472.23,60-70%
txn_000265,cust_0391,3260.03,0.8547,0.817,HIGH,email,aggressive_recovery,mandate_reactivation,2786.35,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.",1,3260.03,80-90%
txn_000266,cust_0283,10902.84,0.8008,0.694,MEDIUM,sms,standard_recovery,retry_payment,8730.99,"MEDIUM priority because of high recovery probability, high customer reliability.","Hi! Your payment of ₹10,902.84 could not be completed. Please try the payment again using your preferred payment method.",1,10902.84,80-90%
txn_000267,cust_0530,16092.35,0.6418,0.6427,MEDIUM,email,standard_recovery,authentication_retry,10328.07,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Subject: Action needed for your payment

Hi! Your payment of ₹16,092.35 requires another authentication attempt. Please retry the payment to complete your transaction.",0,0.0,60-70%
txn_000269,cust_0722,9626.33,0.6116,0.64,MEDIUM,email,standard_recovery,retry_payment,5887.46,"MEDIUM priority because of moderate recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! Your payment of ₹9,626.33 could not be completed. Please try the payment again using your preferred payment method.",1,9626.33,60-70%
txn_000271,cust_0147,7319.45,0.857,0.736,MEDIUM,sms,standard_recovery,subscription_reactivation,6272.77,"MEDIUM priority because of high recovery probability, high customer reliability, low recovery friction.","Hi! Your subscription payment of ₹7,319.45 needs attention. Please update your payment details to reactivate your subscription.",0,0.0,80-90%
txn_000272,cust_0113,10251.72,0.8656,0.7239,MEDIUM,sms,standard_recovery,payment_reminder,8873.89,"MEDIUM priority because of high recovery probability, high customer reliability, low recovery friction.","Hi! We noticed that your payment of ₹10,251.72 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,10251.72,80-90%
txn_000273,cust_0530,26024.37,0.486,0.6381,MEDIUM,sms,standard_recovery,checkout_reminder,12647.84,"MEDIUM priority because of low recovery probability, high customer reliability, low recovery friction.","Hi! You were almost done with your purchase of ₹26,024.37. Complete your checkout whenever you're ready.",0,0.0,<50%
txn_000274,cust_0606,1306.48,0.7586,0.6258,MEDIUM,email,standard_recovery,payment_reminder,991.1,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Subject: Action needed for your payment

Hi! We noticed that your payment of ₹1,306.48 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,1306.48,70-80%
txn_000275,cust_0428,21965.17,0.7902,0.8663,HIGH,whatsapp,assisted_recovery,payment_recovery,17356.88,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! We noticed an issue with your payment of ₹21,965.17. Please review your payment and try again.

Reply to this message if you need help.",1,21965.17,70-80%
txn_000276,cust_0343,3585.07,0.8054,0.7848,HIGH,sms,aggressive_recovery,retry_payment,2887.42,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! Your payment of ₹3,585.07 could not be completed. Please try the payment again using your preferred payment method.",1,3585.07,80-90%
txn_000277,cust_0491,6552.99,0.8369,0.7662,HIGH,sms,aggressive_recovery,retry_payment,5484.2,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! Your payment of ₹6,552.99 could not be completed. Please try the payment again using your preferred payment method.",1,6552.99,80-90%
txn_000281,cust_0048,10092.5,0.7366,0.7334,MEDIUM,email,standard_recovery,payment_reminder,7434.14,"MEDIUM priority because of moderate recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! We noticed that your payment of ₹10,092.50 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,10092.5,70-80%
txn_000283,cust_0164,6819.82,0.7511,0.8141,HIGH,whatsapp,assisted_recovery,payment_recovery,5122.37,"HIGH priority because of moderate recovery probability, strong contactability, low recovery friction.","Hi! We noticed an issue with your payment of ₹6,819.82. Please review your payment and try again.

Reply to this message if you need help.",1,6819.82,70-80%
txn_000284,cust_0130,15308.6,0.7807,0.8313,HIGH,sms,assisted_recovery,retry_payment,11951.42,"HIGH priority because of moderate recovery probability, strong contactability.","Hi! Your payment of ₹15,308.60 could not be completed. Please try the payment again using your preferred payment method.",1,15308.6,70-80%
txn_000285,cust_0324,20034.37,0.8364,0.8931,HIGH,whatsapp,aggressive_recovery,mandate_reactivation,16756.75,"HIGH priority because of high recovery probability, high customer reliability, strong contactability, low recovery friction.","Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.

Reply to this message if you need help.",0,0.0,80-90%
txn_000286,cust_0155,13517.28,0.7895,0.9233,HIGH,email,assisted_recovery,subscription_reactivation,10671.89,"HIGH priority because of moderate recovery probability, high customer intent, high customer reliability, strong contactability, low recovery friction.","Subject: Action needed for your payment

Hi! Your subscription payment of ₹13,517.28 needs attention. Please update your payment details to reactivate your subscription.",1,13517.28,70-80%
txn_000287,cust_0566,12329.84,0.8782,0.7849,HIGH,whatsapp,aggressive_recovery,subscription_reactivation,10828.07,"HIGH priority because of high recovery probability, high customer reliability, low recovery friction.","Hi! Your subscription payment of ₹12,329.84 needs attention. Please update your payment details to reactivate your subscription.

Reply to this message if you need help.",0,0.0,80-90%
txn_000288,cust_0731,32412.49,0.711,0.8905,HIGH,whatsapp,assisted_recovery,checkout_reminder,23045.28,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability, low recovery friction.","Hi! You were almost done with your purchase of ₹32,412.49. Complete your checkout whenever you're ready.

Reply to this message if you need help.",0,0.0,70-80%
txn_000290,cust_0488,3731.61,0.6147,0.7102,MEDIUM,whatsapp,standard_recovery,retry_payment,2293.82,"MEDIUM priority because of moderate recovery probability, strong contactability, low recovery friction.","Hi! Your payment of ₹3,731.61 could not be completed. Please try the payment again using your preferred payment method.

Reply to this message if you need help.",1,3731.61,60-70%
txn_000292,cust_0593,33742.62,0.9009,0.9383,HIGH,sms,aggressive_recovery,authentication_retry,30398.73,"HIGH priority because of high recovery probability, high customer intent, high customer reliability.","Hi! Your payment of ₹33,742.62 requires another authentication attempt. Please retry the payment to complete your transaction.",1,33742.62,90-100%
txn_000293,cust_0216,37166.15,0.922,1.0259,HIGH,email,aggressive_recovery,mandate_reactivation,34267.19,"HIGH priority because of high recovery probability, high customer intent, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.",1,37166.15,90-100%
txn_000295,cust_0052,23144.53,0.6142,0.7756,HIGH,whatsapp,assisted_recovery,subscription_reactivation,14215.37,"HIGH priority because of moderate recovery probability, strong contactability, low recovery friction.","Hi! Your subscription payment of ₹23,144.53 needs attention. Please update your payment details to reactivate your subscription.

Reply to this message if you need help.",1,23144.53,60-70%
txn_000296,cust_0286,47579.56,0.8076,0.9061,HIGH,whatsapp,aggressive_recovery,payment_reminder,38425.25,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! We noticed that your payment of ₹47,579.56 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.

Reply to this message if you need help.",1,47579.56,80-90%
txn_000299,cust_0438,34624.08,0.7661,0.9211,HIGH,email,assisted_recovery,subscription_reactivation,26525.51,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability, low recovery friction.","Subject: Action needed for your payment

Hi! Your subscription payment of ₹34,624.08 needs attention. Please update your payment details to reactivate your subscription.",1,34624.08,70-80%
txn_000302,cust_0056,27686.43,0.8921,0.9541,HIGH,sms,aggressive_recovery,checkout_reminder,24699.06,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! You were almost done with your purchase of ₹27,686.43. Complete your checkout whenever you're ready.",1,27686.43,80-90%
txn_000303,cust_0117,17277.9,0.6592,0.7198,MEDIUM,email,standard_recovery,retry_payment,11389.59,"MEDIUM priority because of moderate recovery probability, high customer reliability, low recovery friction.","Subject: Action needed for your payment

Hi! Your payment of ₹17,277.90 could not be completed. Please try the payment again using your preferred payment method.",1,17277.9,60-70%
txn_000305,cust_0559,10222.94,0.7271,0.698,MEDIUM,sms,standard_recovery,checkout_reminder,7433.1,"MEDIUM priority because of moderate recovery probability, strong contactability.","Hi! You were almost done with your purchase of ₹10,222.94. Complete your checkout whenever you're ready.",0,0.0,70-80%
txn_000306,cust_0177,48085.23,0.8594,0.9178,HIGH,sms,aggressive_recovery,payment_reminder,41324.45,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! We noticed that your payment of ₹48,085.23 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,48085.23,80-90%
txn_000308,cust_0620,37480.71,0.5178,0.6851,MEDIUM,whatsapp,standard_recovery,retry_payment,19407.51,"MEDIUM priority because of low recovery probability, high customer reliability.","Hi! Your payment of ₹37,480.71 could not be completed. Please try the payment again using your preferred payment method.

Reply to this message if you need help.",0,0.0,50-60%
txn_000309,cust_0699,2155.4,0.4949,0.5261,LOW,whatsapp,low_cost_recovery,authentication_retry,1066.71,"LOW priority because of low recovery probability, strong contactability.","Hi! Your payment of ₹2,155.40 requires another authentication attempt. Please retry the payment to complete your transaction.

Reply to this message if you need help.",0,0.0,<50%
txn_000310,cust_0619,42136.92,0.7632,0.8131,HIGH,whatsapp,assisted_recovery,mandate_reactivation,32158.9,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.

Reply to this message if you need help.",1,42136.92,70-80%
txn_000312,cust_0106,36359.03,0.6865,0.7586,HIGH,whatsapp,assisted_recovery,payment_reminder,24960.47,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! We noticed that your payment of ₹36,359.03 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.

Reply to this message if you need help.",1,36359.03,60-70%
txn_000313,cust_0212,1433.29,0.7095,0.6524,MEDIUM,sms,standard_recovery,checkout_reminder,1016.92,"MEDIUM priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! You were almost done with your purchase of ₹1,433.29. Complete your checkout whenever you're ready.",1,1433.29,70-80%
txn_000315,cust_0298,11983.17,0.8105,0.7771,HIGH,whatsapp,aggressive_recovery,authentication_retry,9712.36,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! Your payment of ₹11,983.17 requires another authentication attempt. Please retry the payment to complete your transaction.

Reply to this message if you need help.",0,0.0,80-90%
txn_000318,cust_0090,2999.97,0.8224,0.7836,HIGH,sms,aggressive_recovery,checkout_reminder,2467.18,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! You were almost done with your purchase of ₹2,999.97. Complete your checkout whenever you're ready.",1,2999.97,80-90%
txn_000319,cust_0693,17423.77,0.8447,0.8177,HIGH,sms,aggressive_recovery,payment_recovery,14717.86,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! We noticed an issue with your payment of ₹17,423.77. Please review your payment and try again.",1,17423.77,80-90%
txn_000322,cust_0307,40690.53,0.6166,0.7848,HIGH,email,assisted_recovery,payment_reminder,25089.78,"HIGH priority because of moderate recovery probability, strong contactability.","Subject: Action needed for your payment

Hi! We noticed that your payment of ₹40,690.53 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",0,0.0,60-70%
txn_000324,cust_0368,37170.02,0.7414,0.9037,HIGH,sms,assisted_recovery,payment_reminder,27557.85,"HIGH priority because of moderate recovery probability, strong contactability, low recovery friction.","Hi! We noticed that your payment of ₹37,170.02 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",0,0.0,70-80%
txn_000325,cust_0697,46712.1,0.7403,0.8504,HIGH,whatsapp,assisted_recovery,mandate_reactivation,34580.97,"HIGH priority because of moderate recovery probability, strong contactability.","Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.

Reply to this message if you need help.",0,0.0,70-80%
txn_000326,cust_0207,24131.89,0.72,0.7315,MEDIUM,whatsapp,standard_recovery,subscription_reactivation,17374.96,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Hi! Your subscription payment of ₹24,131.89 needs attention. Please update your payment details to reactivate your subscription.

Reply to this message if you need help.",1,24131.89,70-80%
txn_000327,cust_0055,35825.97,0.7626,0.7749,HIGH,sms,assisted_recovery,subscription_reactivation,27320.88,"HIGH priority because of moderate recovery probability, high customer reliability.","Hi! Your subscription payment of ₹35,825.97 needs attention. Please update your payment details to reactivate your subscription.",1,35825.97,70-80%
txn_000328,cust_0574,36078.75,0.6247,0.5949,MEDIUM,email,standard_recovery,mandate_reactivation,22538.4,"MEDIUM priority because of moderate recovery probability, low recovery friction.","Subject: Action needed for your payment

Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.",0,0.0,60-70%
txn_000329,cust_0238,26870.02,0.8756,0.9015,HIGH,email,aggressive_recovery,retry_payment,23527.39,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! Your payment of ₹26,870.02 could not be completed. Please try the payment again using your preferred payment method.",1,26870.02,80-90%
txn_000330,cust_0055,49939.89,0.6252,0.8174,HIGH,email,assisted_recovery,retry_payment,31222.42,"HIGH priority because of moderate recovery probability, high customer reliability, low recovery friction.","Subject: Action needed for your payment

Hi! Your payment of ₹49,939.89 could not be completed. Please try the payment again using your preferred payment method.",0,0.0,60-70%
txn_000333,cust_0076,17478.56,0.7848,0.755,HIGH,sms,assisted_recovery,payment_recovery,13717.17,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! We noticed an issue with your payment of ₹17,478.56. Please review your payment and try again.",1,17478.56,70-80%
txn_000334,cust_0766,4164.33,0.8414,0.7855,HIGH,email,aggressive_recovery,checkout_reminder,3503.87,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! You were almost done with your purchase of ₹4,164.33. Complete your checkout whenever you're ready.",1,4164.33,80-90%
txn_000335,cust_0404,34568.13,0.8274,0.9091,HIGH,sms,aggressive_recovery,checkout_reminder,28601.67,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! You were almost done with your purchase of ₹34,568.13. Complete your checkout whenever you're ready.",1,34568.13,80-90%
txn_000337,cust_0074,14057.73,0.7731,0.7247,MEDIUM,whatsapp,standard_recovery,subscription_reactivation,10868.03,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Hi! Your subscription payment of ₹14,057.73 needs attention. Please update your payment details to reactivate your subscription.

Reply to this message if you need help.",1,14057.73,70-80%
txn_000339,cust_0348,9306.65,0.7331,0.7496,MEDIUM,whatsapp,standard_recovery,payment_reminder,6822.71,"MEDIUM priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! We noticed that your payment of ₹9,306.65 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.

Reply to this message if you need help.",0,0.0,70-80%
txn_000340,cust_0640,11413.02,0.8638,0.8365,HIGH,sms,aggressive_recovery,checkout_reminder,9858.57,"HIGH priority because of high recovery probability, high customer intent, high customer reliability, strong contactability.","Hi! You were almost done with your purchase of ₹11,413.02. Complete your checkout whenever you're ready.",1,11413.02,80-90%
txn_000343,cust_0668,27362.31,0.7548,0.8566,HIGH,whatsapp,assisted_recovery,payment_reminder,20653.07,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! We noticed that your payment of ₹27,362.31 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.

Reply to this message if you need help.",1,27362.31,70-80%
txn_000344,cust_0565,31151.63,0.8112,0.8037,HIGH,whatsapp,aggressive_recovery,payment_recovery,25270.2,"HIGH priority because of high recovery probability, high customer reliability.","Hi! We noticed an issue with your payment of ₹31,151.63. Please review your payment and try again.

Reply to this message if you need help.",0,0.0,80-90%
txn_000345,cust_0046,14100.7,0.8681,0.7738,HIGH,whatsapp,aggressive_recovery,subscription_reactivation,12240.82,"HIGH priority because of high recovery probability, high customer reliability.","Hi! Your subscription payment of ₹14,100.70 needs attention. Please update your payment details to reactivate your subscription.

Reply to this message if you need help.",1,14100.7,80-90%
txn_000347,cust_0584,49056.03,0.8442,0.9743,HIGH,email,aggressive_recovery,payment_reminder,41413.1,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! We noticed that your payment of ₹49,056.03 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,49056.03,80-90%
txn_000349,cust_0502,2628.56,0.9406,0.9126,HIGH,email,aggressive_recovery,subscription_reactivation,2472.42,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! Your subscription payment of ₹2,628.56 needs attention. Please update your payment details to reactivate your subscription.",1,2628.56,90-100%
txn_000351,cust_0694,34754.39,0.8828,0.9389,HIGH,sms,aggressive_recovery,mandate_reactivation,30681.18,"HIGH priority because of high recovery probability, strong contactability.",Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.,1,34754.39,80-90%
txn_000354,cust_0176,17856.5,0.6323,0.7657,HIGH,whatsapp,assisted_recovery,checkout_reminder,11290.66,"HIGH priority because of moderate recovery probability, strong contactability, low recovery friction.","Hi! You were almost done with your purchase of ₹17,856.50. Complete your checkout whenever you're ready.

Reply to this message if you need help.",0,0.0,60-70%
txn_000355,cust_0534,15326.01,0.6722,0.7609,HIGH,sms,assisted_recovery,checkout_reminder,10302.14,"HIGH priority because of moderate recovery probability, strong contactability, low recovery friction.","Hi! You were almost done with your purchase of ₹15,326.01. Complete your checkout whenever you're ready.",1,15326.01,60-70%
txn_000356,cust_0561,5317.86,0.5657,0.607,MEDIUM,sms,standard_recovery,retry_payment,3008.31,"MEDIUM priority because of low recovery probability, strong contactability.","Hi! Your payment of ₹5,317.86 could not be completed. Please try the payment again using your preferred payment method.",0,0.0,50-60%
txn_000359,cust_0532,32683.6,0.7301,0.912,HIGH,email,assisted_recovery,checkout_reminder,23862.3,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! You were almost done with your purchase of ₹32,683.60. Complete your checkout whenever you're ready.",1,32683.6,70-80%
txn_000360,cust_0253,48224.79,0.8094,1.0148,HIGH,email,aggressive_recovery,subscription_reactivation,39033.15,"HIGH priority because of high recovery probability, high customer reliability, strong contactability, low recovery friction.","Subject: Action needed for your payment

Hi! Your subscription payment of ₹48,224.79 needs attention. Please update your payment details to reactivate your subscription.",0,0.0,80-90%
txn_000362,cust_0484,15133.74,0.6206,0.766,HIGH,email,assisted_recovery,retry_payment,9392.0,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability, low recovery friction.","Subject: Action needed for your payment

Hi! Your payment of ₹15,133.74 could not be completed. Please try the payment again using your preferred payment method.",1,15133.74,60-70%
txn_000363,cust_0328,25401.03,0.7907,0.8541,HIGH,whatsapp,assisted_recovery,payment_reminder,20084.59,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! We noticed that your payment of ₹25,401.03 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.

Reply to this message if you need help.",1,25401.03,70-80%
txn_000364,cust_0732,43923.32,0.7896,0.8883,HIGH,whatsapp,assisted_recovery,checkout_reminder,34681.85,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! You were almost done with your purchase of ₹43,923.32. Complete your checkout whenever you're ready.

Reply to this message if you need help.",1,43923.32,70-80%
txn_000366,cust_0233,26746.15,0.695,0.8849,HIGH,email,assisted_recovery,retry_payment,18588.57,"HIGH priority because of moderate recovery probability, strong contactability, low recovery friction.","Subject: Action needed for your payment

Hi! Your payment of ₹26,746.15 could not be completed. Please try the payment again using your preferred payment method.",0,0.0,60-70%
txn_000369,cust_0304,13589.07,0.857,0.8736,HIGH,email,aggressive_recovery,subscription_reactivation,11645.83,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! Your subscription payment of ₹13,589.07 needs attention. Please update your payment details to reactivate your subscription.",1,13589.07,80-90%
txn_000371,cust_0523,7665.48,0.8975,0.7156,MEDIUM,whatsapp,standard_recovery,mandate_reactivation,6879.77,MEDIUM priority because of high recovery probability.,"Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.

Reply to this message if you need help.",0,0.0,80-90%
txn_000373,cust_0200,12809.31,0.5564,0.7279,MEDIUM,sms,standard_recovery,checkout_reminder,7127.1,"MEDIUM priority because of low recovery probability, high customer reliability, strong contactability, low recovery friction.","Hi! You were almost done with your purchase of ₹12,809.31. Complete your checkout whenever you're ready.",0,0.0,50-60%
txn_000374,cust_0527,4137.99,0.8767,0.6523,MEDIUM,sms,standard_recovery,retry_payment,3627.78,"MEDIUM priority because of high recovery probability, high customer intent, high customer reliability.","Hi! Your payment of ₹4,137.99 could not be completed. Please try the payment again using your preferred payment method.",1,4137.99,80-90%
txn_000376,cust_0632,23700.75,0.8909,0.9252,HIGH,whatsapp,aggressive_recovery,payment_recovery,21115.0,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! We noticed an issue with your payment of ₹23,700.75. Please review your payment and try again.

Reply to this message if you need help.",1,23700.75,80-90%
txn_000377,cust_0785,1950.93,0.7068,0.6345,MEDIUM,email,standard_recovery,retry_payment,1378.92,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Subject: Action needed for your payment

Hi! Your payment of ₹1,950.93 could not be completed. Please try the payment again using your preferred payment method.",1,1950.93,70-80%
txn_000379,cust_0037,24752.9,0.6947,0.688,MEDIUM,sms,standard_recovery,payment_reminder,17195.84,"MEDIUM priority because of moderate recovery probability, strong contactability.","Hi! We noticed that your payment of ₹24,752.90 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,24752.9,60-70%
txn_000380,cust_0541,40153.23,0.6511,0.8976,HIGH,email,assisted_recovery,checkout_reminder,26143.77,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability, low recovery friction.","Subject: Action needed for your payment

Hi! You were almost done with your purchase of ₹40,153.23. Complete your checkout whenever you're ready.",1,40153.23,60-70%
txn_000381,cust_0483,18210.97,0.7274,0.774,HIGH,sms,assisted_recovery,retry_payment,13246.66,"HIGH priority because of moderate recovery probability, high customer reliability.","Hi! Your payment of ₹18,210.97 could not be completed. Please try the payment again using your preferred payment method.",1,18210.97,70-80%
txn_000386,cust_0364,40506.6,0.8576,0.9283,HIGH,whatsapp,aggressive_recovery,mandate_reactivation,34738.46,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.

Reply to this message if you need help.",0,0.0,80-90%
txn_000388,cust_0752,16521.81,0.849,0.7443,MEDIUM,whatsapp,standard_recovery,authentication_retry,14027.02,MEDIUM priority because of high recovery probability.,"Hi! Your payment of ₹16,521.81 requires another authentication attempt. Please retry the payment to complete your transaction.

Reply to this message if you need help.",1,16521.81,80-90%
txn_000392,cust_0121,15959.44,0.8892,0.8981,HIGH,sms,aggressive_recovery,payment_recovery,14191.13,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! We noticed an issue with your payment of ₹15,959.44. Please review your payment and try again.",1,15959.44,80-90%
txn_000396,cust_0371,26383.36,0.8642,0.9784,HIGH,sms,aggressive_recovery,subscription_reactivation,22800.5,"HIGH priority because of high recovery probability, high customer reliability, strong contactability, low recovery friction.","Hi! Your subscription payment of ₹26,383.36 needs attention. Please update your payment details to reactivate your subscription.",1,26383.36,80-90%
txn_000399,cust_0096,23370.82,0.8241,0.9261,HIGH,email,aggressive_recovery,payment_reminder,19259.89,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! We noticed that your payment of ₹23,370.82 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,23370.82,80-90%
txn_000400,cust_0690,47730.25,0.8187,0.8856,HIGH,email,aggressive_recovery,retry_payment,39076.76,"HIGH priority because of high recovery probability, high customer reliability.","Subject: Action needed for your payment

Hi! Your payment of ₹47,730.25 could not be completed. Please try the payment again using your preferred payment method.",1,47730.25,80-90%
txn_000401,cust_0158,30110.21,0.7342,0.6483,MEDIUM,sms,standard_recovery,mandate_reactivation,22106.92,"MEDIUM priority because of moderate recovery probability, high customer reliability.",Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.,1,30110.21,70-80%
txn_000402,cust_0204,41230.04,0.9118,0.9685,HIGH,sms,aggressive_recovery,mandate_reactivation,37593.55,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.",Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.,1,41230.04,90-100%
txn_000406,cust_0787,45101.24,0.749,0.8528,HIGH,email,assisted_recovery,subscription_reactivation,33780.83,"HIGH priority because of moderate recovery probability, high customer reliability.","Subject: Action needed for your payment

Hi! Your subscription payment of ₹45,101.24 needs attention. Please update your payment details to reactivate your subscription.",1,45101.24,70-80%
txn_000407,cust_0657,16000.99,0.8097,0.8097,HIGH,sms,aggressive_recovery,retry_payment,12956.0,"HIGH priority because of high recovery probability, high customer reliability.","Hi! Your payment of ₹16,000.99 could not be completed. Please try the payment again using your preferred payment method.",1,16000.99,80-90%
txn_000409,cust_0152,25190.65,0.9336,1.0323,HIGH,whatsapp,aggressive_recovery,mandate_reactivation,23517.99,"HIGH priority because of high recovery probability, high customer intent, high customer reliability, strong contactability, low recovery friction.","Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.

Reply to this message if you need help.",1,25190.65,90-100%
txn_000410,cust_0216,27624.39,0.8733,0.8864,HIGH,whatsapp,aggressive_recovery,checkout_reminder,24124.38,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! You were almost done with your purchase of ₹27,624.39. Complete your checkout whenever you're ready.

Reply to this message if you need help.",1,27624.39,80-90%
txn_000411,cust_0716,21250.59,0.7686,0.8748,HIGH,email,assisted_recovery,subscription_reactivation,16333.2,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! Your subscription payment of ₹21,250.59 needs attention. Please update your payment details to reactivate your subscription.",1,21250.59,70-80%
txn_000413,cust_0133,10060.55,0.8713,0.8427,HIGH,sms,aggressive_recovery,subscription_reactivation,8765.76,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! Your subscription payment of ₹10,060.55 needs attention. Please update your payment details to reactivate your subscription.",1,10060.55,80-90%
